timestamp,name,total_mib,used_mib,util_percent
2026/08/12 22:58:07.059, NVIDIA RTX 6000D, 85651, 0, 0
2026/08/12 22:58:08.147, NVIDIA RTX 6000D, 85651, 0, 0
2026/08/12 22:58:09.218, NVIDIA RTX 6000D, 85651, 0, 0
2026/08/12 22:58:10.263, NVIDIA RTX 6000D, 85651, 0, 0
2026/08/12 22:58:11.342, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:12.423, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:13.530, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:14.614, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:15.679, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:16.747, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:17.810, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:18.875, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:19.959, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:21.042, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:22.107, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:23.171, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:24.239, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:25.308, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:26.374, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:27.439, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:28.547, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:29.616, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:30.701, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:31.807, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:32.872, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:33.974, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:35.058, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:36.167, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:37.232, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:38.322, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:39.426, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:40.509, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:41.575, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:42.645, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:43.729, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:44.813, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:45.880, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:46.948, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:48.016, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:49.083, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:50.149, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:51.276, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:52.345, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:53.436, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:54.539, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:55.602, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:56.667, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:57.757, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:58.822, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:58:59.905, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:00.972, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:02.059, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:03.125, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:04.212, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:05.282, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:06.386, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:07.477, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:08.563, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:09.650, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:10.714, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:11.798, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:12.868, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:13.935, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:15.005, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:16.094, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:17.198, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:18.286, NVIDIA RTX 6000D, 85651, 3, 0
2026/08/12 22:59:19.391, NVIDIA RTX 6000D, 85651, 3, 0
