timestamp,name,total_mib,used_mib,gpu_util_percent
2026/08/12 16:31:06.191, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:07.256, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:08.345, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:09.431, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:10.457, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:11.550, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:12.617, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:13.662, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:14.711, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:15.781, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:16.849, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:17.921, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:19.013, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:20.086, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:21.133, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:22.200, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:23.250, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:24.299, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:25.363, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:26.429, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:27.478, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:28.569, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:29.618, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:30.662, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:31.709, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:32.753, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:33.799, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:34.846, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:35.891, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:36.981, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:38.070, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:39.118, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:40.161, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:41.226, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:42.274, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:43.327, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:44.422, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:45.449, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:46.498, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:47.567, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:48.652, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:49.746, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:50.841, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:51.924, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:53.010, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:54.097, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:55.170, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:56.218, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:57.305, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:58.354, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:31:59.402, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:00.449, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:01.513, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:02.561, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:03.653, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:04.749, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:05.796, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:06.882, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:07.930, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:08.981, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:10.007, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:11.054, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:12.102, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:13.151, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:14.177, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:15.264, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:16.358, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:17.422, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:18.470, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:19.540, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:20.585, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:21.629, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:22.703, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:23.773, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:24.841, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:25.909, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:26.998, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:28.068, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:29.132, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:30.157, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:31.229, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:32.300, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:33.342, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:34.412, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:35.480, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:36.546, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:37.638, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:38.705, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:39.798, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:40.847, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:41.917, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:42.961, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:44.029, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:45.077, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:46.175, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:47.225, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:48.275, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:49.318, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:50.365, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:51.424, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:52.464, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:53.532, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:54.600, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:55.670, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:56.716, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:57.787, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:58.838, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:32:59.906, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:33:00.949, NVIDIA RTX 6000D, 85651, 353, 0
2026/08/12 16:33:01.993, NVIDIA RTX 6000D, 85651, 353, 0
