timestamp_utc,index,name,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_draw_watts,temperature_c
2026-08-11T05:39:20Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 292.29, 65
2026-08-11T05:39:22Z,0, NVIDIA RTX 6000D, 13919, 85651, 80, 299.47, 66
2026-08-11T05:39:24Z,0, NVIDIA RTX 6000D, 13919, 85651, 80, 272.70, 66
2026-08-11T05:39:26Z,0, NVIDIA RTX 6000D, 13919, 85651, 83, 303.64, 66
2026-08-11T05:39:28Z,0, NVIDIA RTX 6000D, 13919, 85651, 95, 306.88, 67
2026-08-11T05:39:30Z,0, NVIDIA RTX 6000D, 13919, 85651, 92, 293.22, 64
2026-08-11T05:39:32Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 276.16, 67
2026-08-11T05:39:34Z,0, NVIDIA RTX 6000D, 13919, 85651, 81, 300.70, 66
2026-08-11T05:39:36Z,0, NVIDIA RTX 6000D, 13919, 85651, 96, 286.84, 65
2026-08-11T05:39:38Z,0, NVIDIA RTX 6000D, 13919, 85651, 81, 277.69, 65
2026-08-11T05:39:40Z,0, NVIDIA RTX 6000D, 13919, 85651, 88, 284.95, 64
2026-08-11T05:39:42Z,0, NVIDIA RTX 6000D, 13919, 85651, 89, 280.72, 64
2026-08-11T05:39:44Z,0, NVIDIA RTX 6000D, 13919, 85651, 89, 292.64, 64
2026-08-11T05:39:47Z,0, NVIDIA RTX 6000D, 13919, 85651, 89, 263.06, 65
2026-08-11T05:39:49Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 286.81, 65
2026-08-11T05:39:51Z,0, NVIDIA RTX 6000D, 13919, 85651, 76, 299.13, 67
2026-08-11T05:39:53Z,0, NVIDIA RTX 6000D, 13919, 85651, 82, 272.97, 68
2026-08-11T05:39:55Z,0, NVIDIA RTX 6000D, 13919, 85651, 41, 291.14, 67
2026-08-11T05:39:57Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 319.60, 69
2026-08-11T05:39:59Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 305.70, 69
2026-08-11T05:40:01Z,0, NVIDIA RTX 6000D, 13919, 85651, 87, 280.67, 69
2026-08-11T05:40:03Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 314.20, 70
2026-08-11T05:40:05Z,0, NVIDIA RTX 6000D, 13919, 85651, 83, 295.27, 70
2026-08-11T05:40:07Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 290.97, 71
2026-08-11T05:40:10Z,0, NVIDIA RTX 6000D, 13919, 85651, 82, 262.74, 70
2026-08-11T05:40:12Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 301.09, 70
2026-08-11T05:40:14Z,0, NVIDIA RTX 6000D, 13919, 85651, 94, 326.31, 70
2026-08-11T05:40:16Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 280.83, 70
2026-08-11T05:40:18Z,0, NVIDIA RTX 6000D, 13919, 85651, 23, 297.99, 66
2026-08-11T05:40:20Z,0, NVIDIA RTX 6000D, 13919, 85651, 86, 314.03, 70
2026-08-11T05:40:22Z,0, NVIDIA RTX 6000D, 13919, 85651, 90, 301.85, 71
2026-08-11T05:40:24Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 278.83, 68
2026-08-11T05:40:26Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 317.32, 69
2026-08-11T05:40:28Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 306.59, 69
2026-08-11T05:40:30Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 292.15, 70
2026-08-11T05:40:32Z,0, NVIDIA RTX 6000D, 13919, 85651, 19, 280.70, 64
2026-08-11T05:40:35Z,0, NVIDIA RTX 6000D, 13919, 85651, 79, 301.33, 69
2026-08-11T05:40:37Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 313.81, 68
2026-08-11T05:40:39Z,0, NVIDIA RTX 6000D, 13919, 85651, 7, 100.06, 62
2026-08-11T05:40:41Z,0, NVIDIA RTX 6000D, 13919, 85651, 7, 97.27, 61
2026-08-11T05:40:43Z,0, NVIDIA RTX 6000D, 13919, 85651, 0, 94.99, 60
2026-08-11T05:40:45Z,0, NVIDIA RTX 6000D, 13919, 85651, 0, 93.45, 60
2026-08-11T05:40:47Z,0, NVIDIA RTX 6000D, 13919, 85651, 0, 93.35, 59
2026-08-11T05:40:49Z,0, NVIDIA RTX 6000D, 13919, 85651, 0, 92.08, 58
2026-08-11T05:40:51Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 123.39, 63
2026-08-11T05:40:53Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 303.44, 64
2026-08-11T05:40:55Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 258.01, 63
2026-08-11T05:40:57Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 289.25, 63
2026-08-11T05:41:00Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 281.21, 62
2026-08-11T05:41:02Z,0, NVIDIA RTX 6000D, 13919, 85651, 97, 259.46, 63
2026-08-11T05:41:04Z,0, NVIDIA RTX 6000D, 13919, 85651, 93, 283.03, 61
2026-08-11T05:41:06Z,0, NVIDIA RTX 6000D, 13919, 85651, 95, 282.94, 64
2026-08-11T05:41:08Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 264.68, 64
2026-08-11T05:41:10Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 288.41, 64
2026-08-11T05:41:12Z,0, NVIDIA RTX 6000D, 13919, 85651, 94, 309.30, 65
2026-08-11T05:41:14Z,0, NVIDIA RTX 6000D, 13919, 85651, 94, 279.95, 65
2026-08-11T05:41:16Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 298.05, 64
2026-08-11T05:41:18Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 305.31, 64
2026-08-11T05:41:20Z,0, NVIDIA RTX 6000D, 13919, 85651, 83, 269.02, 64
2026-08-11T05:41:22Z,0, NVIDIA RTX 6000D, 13919, 85651, 80, 298.62, 66
2026-08-11T05:41:25Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 313.62, 68
2026-08-11T05:41:27Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 272.82, 66
2026-08-11T05:41:29Z,0, NVIDIA RTX 6000D, 13919, 85651, 78, 305.27, 68
2026-08-11T05:41:31Z,0, NVIDIA RTX 6000D, 13919, 85651, 99, 307.15, 69
2026-08-11T05:41:33Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 295.50, 68
2026-08-11T05:41:35Z,0, NVIDIA RTX 6000D, 13919, 85651, 11, 276.66, 64
2026-08-11T05:41:37Z,0, NVIDIA RTX 6000D, 13919, 85651, 79, 299.99, 69
2026-08-11T05:41:39Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 300.37, 67
2026-08-11T05:41:41Z,0, NVIDIA RTX 6000D, 13919, 85651, 79, 252.95, 69
2026-08-11T05:41:43Z,0, NVIDIA RTX 6000D, 13919, 85651, 71, 278.42, 69
2026-08-11T05:41:45Z,0, NVIDIA RTX 6000D, 13919, 85651, 83, 297.64, 69
2026-08-11T05:41:47Z,0, NVIDIA RTX 6000D, 13919, 85651, 68, 275.85, 69
2026-08-11T05:41:50Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 300.92, 68
2026-08-11T05:41:52Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 313.40, 69
2026-08-11T05:41:54Z,0, NVIDIA RTX 6000D, 13919, 85651, 91, 283.28, 68
2026-08-11T05:41:56Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 308.98, 67
2026-08-11T05:41:58Z,0, NVIDIA RTX 6000D, 13919, 85651, 87, 298.84, 69
2026-08-11T05:42:00Z,0, NVIDIA RTX 6000D, 13919, 85651, 89, 251.25, 68
2026-08-11T05:42:02Z,0, NVIDIA RTX 6000D, 13919, 85651, 73, 285.70, 67
2026-08-11T05:42:04Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 298.54, 67
2026-08-11T05:42:06Z,0, NVIDIA RTX 6000D, 13919, 85651, 88, 264.36, 66
2026-08-11T05:42:08Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 290.96, 65
2026-08-11T05:42:10Z,0, NVIDIA RTX 6000D, 13919, 85651, 82, 284.14, 68
2026-08-11T05:42:12Z,0, NVIDIA RTX 6000D, 13919, 85651, 95, 271.96, 66
2026-08-11T05:42:15Z,0, NVIDIA RTX 6000D, 13919, 85651, 88, 299.15, 69
2026-08-11T05:42:17Z,0, NVIDIA RTX 6000D, 13919, 85651, 90, 293.16, 66
2026-08-11T05:42:19Z,0, NVIDIA RTX 6000D, 13919, 85651, 89, 275.03, 68
2026-08-11T05:42:21Z,0, NVIDIA RTX 6000D, 13919, 85651, 85, 311.85, 68
2026-08-11T05:42:23Z,0, NVIDIA RTX 6000D, 13919, 85651, 95, 317.77, 69
2026-08-11T05:42:25Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 266.65, 68
2026-08-11T05:42:27Z,0, NVIDIA RTX 6000D, 13919, 85651, 84, 323.58, 70
2026-08-11T05:42:29Z,0, NVIDIA RTX 6000D, 13919, 85651, 97, 296.71, 69
