timestamp,name,total_mib,used_mib,gpu_util_percent
2026/08/12 17:41:10.397, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:11.457, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:12.525, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:13.565, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:14.660, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:15.725, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:16.793, NVIDIA RTX 6000D, 85651, 1379, 0
2026/08/12 17:41:17.883, NVIDIA RTX 6000D, 85651, 2929, 0
2026/08/12 17:41:18.934, NVIDIA RTX 6000D, 85651, 2929, 0
2026/08/12 17:41:20.006, NVIDIA RTX 6000D, 85651, 2929, 0
2026/08/12 17:41:21.093, NVIDIA RTX 6000D, 85651, 2926, 0
2026/08/12 17:41:22.156, NVIDIA RTX 6000D, 85651, 2926, 0
2026/08/12 17:41:23.225, NVIDIA RTX 6000D, 85651, 2926, 0
2026/08/12 17:41:24.269, NVIDIA RTX 6000D, 85651, 2926, 0
2026/08/12 17:41:25.337, NVIDIA RTX 6000D, 85651, 2926, 0
2026/08/12 17:41:26.421, NVIDIA RTX 6000D, 85651, 2926, 0
2026/08/12 17:41:27.517, NVIDIA RTX 6000D, 85651, 3080, 72
2026/08/12 17:41:28.585, NVIDIA RTX 6000D, 85651, 3197, 37
2026/08/12 17:41:29.675, NVIDIA RTX 6000D, 85651, 3197, 34
2026/08/12 17:41:30.723, NVIDIA RTX 6000D, 85651, 3263, 47
2026/08/12 17:41:31.771, NVIDIA RTX 6000D, 85651, 3263, 49
2026/08/12 17:41:32.842, NVIDIA RTX 6000D, 85651, 3154, 0
