episode_index,seed,model_call_index,control_step,latency_ms
7,1007,8,80,160.83608800545335
7,1007,9,90,160.78678285703063
7,1007,10,100,160.9820118173957
7,1007,11,110,161.6674750111997
7,1007,12,120,163.17672887817025
7,1007,13,130,162.02979208901525
7,1007,14,140,161.237477324903
7,1007,15,150,160.5086736381054
7,1007,16,160,195.1137469150126
7,1007,17,170,162.30649314820766
7,1007,18,180,161.13671706989408
7,1007,19,190,213.96156819537282
7,1007,20,200,160.91013001278043
7,1007,21,210,160.8960567973554
7,1007,22,220,161.49592399597168
7,1007,23,230,205.66534576937556
7,1007,24,240,205.9564320370555
8,1008,0,0,163.27647818252444
8,1008,1,10,161.25186486169696
8,1008,2,20,161.33907297626138
8,1008,3,30,162.1883907355368
8,1008,4,40,161.4420162513852
8,1008,5,50,204.57854680716991
8,1008,6,60,161.14967921748757
8,1008,7,70,161.35627077892423
8,1008,8,80,160.93252087011933
8,1008,9,90,161.1277749761939
8,1008,10,100,161.58958105370402
8,1008,11,110,161.39341099187732
8,1008,12,120,160.93691112473607
8,1008,13,130,160.70437198504806
8,1008,14,140,161.66955418884754
8,1008,15,150,161.27463104203343
8,1008,16,160,162.28386526927352
8,1008,17,170,160.86912900209427
8,1008,18,180,161.43563576042652
8,1008,19,190,205.58660570532084
8,1008,20,200,205.9240099042654
8,1008,21,210,160.09972291067243
8,1008,22,220,161.31162689998746
8,1008,23,230,162.03495115041733
8,1008,24,240,160.15532286837697
8,1008,25,250,160.97217425704002
8,1008,26,260,160.31641140580177
9,1009,0,0,161.8406753987074
9,1009,1,10,160.59339325875044
9,1009,2,20,161.06837708503008
9,1009,3,30,161.923011764884
9,1009,4,40,160.90680891647935
9,1009,5,50,160.59736302122474
9,1009,6,60,160.73783114552498
9,1009,7,70,160.65830178558826
9,1009,8,80,160.2414883673191
9,1009,9,90,196.04717660695314
9,1009,10,100,159.9543932825327
9,1009,11,110,160.7510452158749
9,1009,12,120,161.021176725626
9,1009,13,130,159.46473833173513
9,1009,14,140,160.99754301831126
9,1009,15,150,160.14260845258832
9,1009,16,160,159.80052202939987
9,1009,17,170,195.4697547480464
9,1009,18,180,208.7878230959177
9,1009,19,190,161.39126801863313
9,1009,20,200,160.4389688000083
9,1009,21,210,159.9156530573964
9,1009,22,220,160.339648835361
9,1009,23,230,160.86212499067187
9,1009,24,240,160.55696969851851
